,English,Urdu
7936,<start> (Translated by Google) Good for dine  salt salt <end>,<start> (گوگل کے ذریعہ ترجمہ کیا گیا) کھانے کے نمکین کے لئے اچھا ہے۔ <end>
7937,<start> Specialist In karahi and kabab very delicious <end>,<start> کراہی اور کباب کے ماہر بہت لذیذ ہیں۔ <end>
7938,<start> Namken boti mutton chops are good <end>,<start> نمکین بوٹی مٹن چپس اچھے ہیں۔ <end>
7939,<start> It's nice to traditional food good service lovely sitting area <end>,<start> یہ روایتی کھانے کے لئے اچھا ہے اچھی سروس خوبصورت بیٹھنے کی جگہ <end>
7940,"<start> It's just cross the road of ship owner college, Delicious food, and lovely environment <end>",<start> یہ صرف جہاز کے مالک کالج، مزیدار کھانے، اور خوبصورت ماحول کی سڑک کو پار کرنا ہے۔ <end>
7941,<start> Good taste with economical rates <end>,<start> اقتصادی شرح کے ساتھ اچھا ذائقہ <end>
7942,<start> Very very slow service even on weekday <end>,<start> ہفتے کے دن بھی بہت سست سروس <end>
7943,<start> Mouth watering charcoal cooked meat is excellent <end>,<start> منہ میں پانی دینے والا کوئلے سے پکا ہوا گوشت بہترین ہے۔ <end>
7944,"<start> Very Tasty chicken khari , bahari kabab etc  <end>",<start> بہت لذیذ چکن کھری، بہاری کباب وغیرہ <end>
7945,<start> Nice experience highly recommend <end>,<start> اچھا تجربہ انتہائی سفارش کرتا ہے۔ <end>
7946,"<start> Good food, will not recommend for family visit <end>",<start> اچھا کھانا، خاندان کے دورے کے لئے سفارش نہیں کرے گا <end>
7947,<start> Good place to enjoy food with friends and family <end>,<start> دوستوں اور کنبہ کے ساتھ کھانے سے لطف اندوز ہونے کے لئے اچھی جگہ <end>
7948,<start> Such an amazing place to have a chill dinner with friends <end>,<start> دوستوں کے ساتھ ٹھنڈا کھانا کھانے کے لیے ایسی حیرت انگیز جگہ <end>
7949,<start> Karahi and chargha are the best amongst the lot can't say the same for being beef boti <end>,<start> کراہی اور چارگھا لاٹ میں سب سے بہترین ہیں بیف بوٹی ہونے کے لیے ایک ہی نہیں کہہ سکتے <end>
7950,"<start> Good service, Great taste, Excellent experience <end>",<start> اچھی سروس، بہترین ذائقہ، بہترین تجربہ <end>
7951,"<start> Food was excellent,  seems  like first time I ate this kind of Dish  it was  fresh cooked  taste was stunning  and even it was crowded , crews manage to attained our needs , service was great <end>",<start> کھانا بہترین تھا، ایسا لگتا ہے جیسے میں نے پہلی بار اس قسم کی ڈش کھائی تھی یہ تازہ پکا ہوا ذائقہ شاندار تھا اور یہاں تک کہ اس میں بھیڑ بھی تھی، عملے نے ہماری ضروریات پوری کرنے کا انتظام کیا، سروس بہت اچھی تھی۔ <end>
7952,<start> Average taste and very expensive <end>,<start> اوسط ذائقہ اور بہت مہنگا <end>
7953,<start> Peace full environment some expensive but pleasant hills view side <end>,<start> پرامن ماحول کچھ مہنگا لیکن خوشگوار پہاڑیوں کا نظارہ <end>
7954,<start> Chicken karhi mutton karhai chapli kabab wonderful <end>,<start> چکن کڑھی مٹن کرہائی چپلی کباب لاجواب <end>
7955,<start> Very Ideal Place in average Budget Cost with full enjoyment <end>,<start> مکمل لطف اندوزی کے ساتھ اوسط بجٹ لاگت میں بہت ہی مثالی جگہ <end>
7956,<start> Both the service and taste is not good <end>,<start> سروس اور ذائقہ دونوں اچھے نہیں ہیں۔ <end>
7957,<start> Very good food available in good price <end>,<start> بہت اچھا کھانا اچھی قیمت میں دستیاب ہے۔ <end>
7958,<start> I love this place very nice and delicious food <end>,<start> مجھے یہ جگہ بہت عمدہ اور لذیذ کھانا پسند ہے۔ <end>
7959,"<start> For karahi lover, this place is must to visit place <end>",<start> کراہی کے چاہنے والوں کے لیے یہ جگہ ضرور جانا چاہیے۔ <end>
7960,<start> (Translated by Google) Test acha ha par price ziada normal nan 30 rs ka ha 100 ka can <end>,<start> (گوگل کے ذریعہ ترجمہ کیا گیا) ٹیسٹ اچھا ہا پر قیمت زیاد نارمل نان 30 روپے کا ہا 100 کا کین <end>
7961,<start> Khyber shinwari is the best food and rib's <end>,<start> خیبر شنواری بہترین غذا اور پسلی ہے۔ <end>
7962,"<start> Nice place for desi, BBQs and afghani foods <end>",<start> دیسی، باربی کیو اور افغانی کھانوں کے لیے اچھی جگہ <end>
7963,<start> Very good environment for family <end>,<start> خاندان کے لیے بہت اچھا ماحول <end>
7964,<start> (Translated by Google) Chicken karhai third class this Afghani boti shandaar or katakap them tha <end>,<start> (گوگل کا ترجمہ) چکن کرہائی تھرڈ کلاس یہ افغانی بوٹی شاندار یا کٹاپ ان تھا <end>
7965,<start> over all is good but quantity is little is very low must view this <end>,<start> اوور آل اچھا ہے لیکن مقدار کم ہے بہت کم ہے اسے ضرور دیکھیں <end>
7966,<start> Excellent living food embianc and serving <end>,<start> بہترین لونگ فوڈ ایمبینک اور سرونگ <end>
7967,<start> (Translated by Google) very bad kacha goosht wala karahi aor intahai mehnga <end>,<start> (گوگل کا ترجمہ) بہت برا کچا گوشت والا کراہی اور انتظار مہنگا <end>
7968,<start> I ate there Dumba karachi and was very tasty <end>,<start> میں نے وہاں ڈمبا کراچی کھایا اور بہت لذیذ تھا۔ <end>
7969,<start> Balochi tikka and Dumba Karahi is speciality of khyber shinwari <end>,<start> بلوچی تکہ اور ڈمبا کراہی خیبر شنواری کی خاصیت ہے۔ <end>
7970,<start> (Translated by Google) Very good masha allah <end>,<start> (گوگل کا ترجمہ) بہت خوب ماشاء اللہ <end>
7971,"<start> We ordered 1 mutton shinwari karahi, 1 dozen dumba boti (lamb barbeque) and 2 balochi tikkas, raita and salad, 5 drink cans and 7 roghni naans <end>",<start> ہم نے 1 مٹن شنواری کراہی، 1 درجن دنبہ بوٹی (میمنے کا باربی کیو) اور 2 بلوچی ٹِکّے، رائتہ اور سلاد، 5 ڈرنک کین اور 7 روغنی نان کا آرڈر دیا۔ <end>
7972,<start> Its osm and osm settaf and foods i was really enjoyeted <end>,<start> اس کے osm اور osm settaf اور کھانے کی اشیاء سے مجھے بہت لطف آیا <end>
7973,<start> Be sure to visit here for the best and tastiest food <end>,<start> بہترین اور لذیذ ترین کھانے کے لیے یہاں ضرور تشریف لائیں۔ <end>
7974,"<start> No doubt, taste is wonderful but they do not offer sufficient #shorba in chickens or beef <end>",<start> اس میں کوئی شک نہیں کہ ذائقہ لاجواب ہے لیکن وہ مرغیوں یا گائے کے گوشت میں کافی #شوربا پیش نہیں کرتے <end>
7975,<start> Such a good foods and taste and very good staff and beautiful invoirment <end>,<start> اتنا اچھا کھانا اور ذائقہ اور بہت اچھا عملہ اور خوبصورت انووائرمنٹ <end>
7976,<start> Food is good water behavior is nice <end>,<start> کھانا اچھا ہے پانی کا برتاؤ اچھا ہے۔ <end>
7977,<start> Goat karahi taste is 10/10 full marks <end>,<start> بکری کراہی کا ذائقہ 10/10 مکمل نمبر ہے۔ <end>
7978,<start> Good taste and every thing was ok <end>,<start> اچھا ذائقہ اور ہر چیز ٹھیک تھی۔ <end>
7979,<start> (Translated by Google) Delicious namkeen boti and namkeen karahi <end>,<start> (گوگل کا ترجمہ) مزیدار نمکین بوٹی اور نمکین کراہی <end>
7980,<start> This place is got alive after these restaurants <end>,<start> یہ جگہ ان ریستوراں کے بعد زندہ ہو گئی ہے۔ <end>
7981,<start> The staff is good plus the view is lit <end>,<start> عملہ اچھا ہے اور منظر روشن ہے۔ <end>
7982,<start> Tried tikka and Afghani namkeen boti <end>,<start> ٹکا اور افغانی نمکین بوٹی کی کوشش کی۔ <end>
7983,<start> Kabab & Chinese was awesome but karhai average <end>,<start> کباب اور چائنیز لاجواب تھے لیکن کرہائی اوسط <end>
7984,<start> They should add rice dish like biryani etc in their menu <end>,<start> انہیں چاول کی ڈش جیسے بریانی وغیرہ کو اپنے مینو میں شامل کرنا چاہیے۔ <end>
7985,<start> Ate beef bihari with paratha and raita <end>,<start> بیف بہاری پراٹھے اور رائتہ کے ساتھ کھایا <end>
7986,<start> Best place to have desi food in Karachi <end>,<start> کراچی میں دیسی کھانے کے لیے بہترین جگہ <end>
7987,<start> Very bad taste edible oil like engine oil <end>,<start> بہت خراب ذائقہ خوردنی تیل جیسا کہ انجن آئل <end>
7988,"<start> Taste was good, ambiance was same as highway best alternative of highway <end>",<start> ذائقہ اچھا تھا، ماحول ہائی وے کے بہترین متبادل جیسا تھا۔ <end>
7989,<start> Mutton peshawari karahi is must have <end>,<start> مٹن پشاوری کراہی ضرور ہونی چاہیے۔ <end>
7990,<start> It's a very tasty food and quality <end>,<start> یہ بہت لذیذ اور معیاری کھانا ہے۔ <end>
7991,<start> Namkin boti and pilauo it's awesome <end>,<start> نمکین بوٹی اور پیلاؤ یہ لاجواب ہے۔ <end>
7992,<start> (Translated by Google) Karachi satta dollars to sector 4 <end>,<start> (گوگل کا ترجمہ) کراچی سٹا ڈالر سیکٹر 4 <end>
7993,"<start> Waiting is worthy, lamb barbeque is awesome, such wonderful marinated meat, soft <end>",<start> انتظار لائق ہے، میمنے کی باربی کیو لاجواب ہے، ایسا شاندار میرینیٹ شدہ گوشت، نرم <end>
7994,"<start> Good food but expensive, however it can be visited sometime <end>",<start> اچھا کھانا لیکن مہنگا ہے، تاہم کبھی کبھی اس کا دورہ کیا جا سکتا ہے۔ <end>
7995,<start> Best  place and delicious food   <end>,<start> بہترین جگہ اور لذیذ کھانا <end>
7996,<start> (Translated by Google) Accha hotel he khana bhi acha he <end>,<start> (گوگل کا ترجمہ) اچھا ہوٹل وہ کھانا بھی اچھا ہے۔ <end>
7997,<start> Food was good ambiance is just OK <end>,<start> کھانا اچھا تھا ماحول ٹھیک ہے۔ <end>
7998,"<start> Had an amazing experience, atmosphere was very pleasant, everything was perfectly managed <end>",<start> ایک حیرت انگیز تجربہ تھا، ماحول بہت خوشگوار تھا، سب کچھ بالکل منظم تھا۔ <end>
7999,<start> Good traditional Desi food in affordable price <end>,<start> سستی قیمت میں اچھا روایتی دیسی کھانا <end>
