,English,Urdu
5140,"No smash, however, happened, either to me or to Madame de Mauban.",تاہم، کوئی تباہی نہیں ہوئی، نہ تو میرے ساتھ اور نہ ہی میڈم ڈی موبان کو۔
5141,"I can speak for her as confidently as for myself; for when, after a night's rest in Dresden, I continued my journey, she got into the same train. Understanding that she wished to be let alone, I avoided her carefully, but I saw that she went the same way as I did to the very end of my journey, and I took opportunities of having a good look at her, when I could do so unobserved.",میں اس کے لیے اتنے ہی اعتماد سے بات کر سکتا ہوں جتنا اپنے لیے۔ جب ڈریسڈن میں ایک رات کے آرام کے بعد میں نے اپنا سفر جاری رکھا تو وہ اسی ٹرین میں بیٹھ گئی۔ یہ سمجھ کر کہ وہ تنہا چھوڑنا چاہتی ہے، میں نے احتیاط سے اس سے گریز کیا، لیکن میں نے دیکھا کہ وہ اسی طرح چلی گئی جس طرح میں نے اپنے سفر کے بالکل آخر میں کی تھی، اور میں نے اسے اچھی طرح دیکھنے کے مواقع حاصل کیے، جب میں کر سکتا تھا۔ تو غیر مشاہدہ.
5142,"As soon as we reached the Ruritanian frontier (where the old officer who presided over the Custom House favoured me with such a stare that I felt surer than before of my Elphberg physiognomy), I bought the papers, and found in them news which affected my movements.",جیسے ہی ہم روریٹانین فرنٹیئر پر پہنچے (جہاں کسٹم ہاؤس کی صدارت کرنے والے بوڑھے افسر نے مجھے اس قدر گھورتے ہوئے دیکھا کہ مجھے اپنی ایلفبرگ فزیوگنومی سے پہلے کی نسبت زیادہ یقین محسوس ہوا)، میں نے کاغذات خریدے، اور ان میں ایسی خبریں ملیں جس سے میرا اثر متاثر ہوا۔ حرکتیں
5143,"For some reason, which was not clearly explained, and seemed to be something of a mystery, the date of the coronation had been suddenly advanced, and the ceremony was to take place on the next day but one.",کسی وجہ سے، جو واضح طور پر بیان نہیں کیا گیا تھا، اور ایک پراسرار چیز لگ رہی تھی، تاجپوشی کی تاریخ کو اچانک آگے بڑھا دیا گیا تھا، اور تقریب اگلے دن لیکن ایک ہی دن ہونا تھی.
5144,"The whole country seemed in a stir about it, and it was evident that Strelsau was thronged. Rooms were all let and hotels overflowing; there would be very little chance of my obtaining a lodging, and I should certainly have to pay an exorbitant charge for it.",پورا ملک اس کے بارے میں ہلچل میں نظر آیا، اور یہ واضح تھا کہ اسٹریلساؤ بھیڑ تھا۔ کمرے خالی تھے اور ہوٹل بھرے ہوئے تھے۔ میرے قیام کا بہت کم امکان ہوگا، اور مجھے یقینی طور پر اس کے لیے بہت زیادہ قیمت ادا کرنی ہوگی۔
5145,"I made up my mind to stop at Zenda, a small town fifty miles short of the capital, and about ten from the frontier.",میں نے دارالحکومت سے پچاس میل دور اور سرحد سے دس کے فاصلے پر واقع ایک چھوٹے سے قصبے زینڈا میں رکنے کا ارادہ کیا۔
5146,"My train reached there in the evening; I would spend the next day, Tuesday, in a wander over the hills, which were said to be very fine, and in taking a glance at the famous Castle, and go over by train to Strelsau on the Wednesday morning, returning at night to sleep at Zenda.",شام کو میری ٹرین وہاں پہنچی۔ میں اگلے دن، منگل کو پہاڑیوں پر گھومنے میں گزاروں گا، جن کے بارے میں کہا جاتا ہے کہ یہ بہت عمدہ ہے، اور مشہور قلعے پر ایک نظر ڈالوں گا، اور بدھ کی صبح ٹرین سے اسٹریلساؤ جاؤں گا، رات کو واپس آؤں گا۔ Zenda پر سو جاؤ.
5147,"Accordingly at Zenda I got out, and as the train passed where I stood on the platform, I saw my friend Madame de Mauban in her place; clearly she was going through to Strelsau, having, with more providence than I could boast, secured apartments there.",اس کے مطابق زینڈا پر میں باہر نکلا، اور جیسے ہی ٹرین گزری جہاں سے میں پلیٹ فارم پر کھڑا تھا، میں نے اپنی دوست میڈم ڈی موبان کو اس کی جگہ پر دیکھا۔ واضح طور پر وہ اسٹریلساؤ سے گزر رہی تھی، جہاں میں فخر کر سکتا ہوں اس سے زیادہ پروویڈنس کے ساتھ، وہاں محفوظ اپارٹمنٹس۔
5148,I smiled to think how surprised George Featherly,میں یہ سوچ کر مسکرایا کہ جارج فیدرلی کتنا حیران ہے۔
5149,would have been to know that she and I had been fellow travellers for so long.,یہ معلوم ہوتا کہ وہ اور میں اتنے عرصے سے ساتھی مسافر تھے۔
5150,I was very kindly received at the hotel—it was really no more than an inn— kept by a fat old lady and her two daughters.,ہوٹل میں میرا بہت مہربانی سے استقبال کیا گیا — یہ واقعی ایک سرائے سے زیادہ نہیں تھا — جو ایک موٹی بوڑھی عورت اور اس کی دو بیٹیوں نے رکھی تھی۔
5151,"They were good, quiet people, and seemed very little interested in the great doings at Strelsau.",وہ اچھے، خاموش لوگ تھے، اور سٹریلساؤ کے عظیم کاموں میں بہت کم دلچسپی رکھتے تھے۔
5152,"The old lady's hero was the duke, for he was now, under the late King's will, master of the Zenda estates and of the Castle, which rose grandly on its steep hill at the end of the valley a mile or so from the inn.",بوڑھی عورت کا ہیرو ڈیوک تھا، کیونکہ وہ اب بادشاہ کی مرضی کے مطابق، زینڈا اسٹیٹس اور قلعے کا مالک تھا، جو سرائے سے ایک میل یا اس سے زیادہ دور وادی کے آخر میں اپنی کھڑی پہاڑی پر بڑی شان سے بلند ہوا تھا۔
5153,"The old lady, indeed, did not hesitate to express regret that the duke was not on the throne, instead of his brother.",بوڑھی عورت، واقعی، افسوس کا اظہار کرنے میں ہچکچاہٹ محسوس نہیں کرتی تھی کہ ڈیوک اپنے بھائی کے بجائے تخت پر نہیں تھا.
5154,"""We know Duke Michael,"" said she.",ہم ڈیوک مائیکل کو جانتے ہیں، اس نے کہا۔
5155,"""He has always lived among us; every Ruritanian knows Duke Michael. But the King is almost a stranger; he has been so much abroad, not one in ten knows him even by sight.""",وہ ہمیشہ ہمارے درمیان رہتا ہے؛ ہر روریٹانیائی ڈیوک مائیکل کو جانتا ہے۔ لیکن بادشاہ تقریباً اجنبی ہے؛ وہ اتنا بیرون ملک رہا ہے، دس میں سے ایک بھی اسے دیکھ کر نہیں جانتا۔
5156,"""And now,"" chimed in one of the young women, ""they say he has shaved off his beard, so that no one at all knows him.""","اور اب، نوجوان عورتوں میں سے ایک نے کہا، ""وہ کہتے ہیں کہ اس نے اپنی داڑھی منڈوائی ہے، تاکہ کوئی اسے جانتا نہ ہو۔"""
5157,"""Shaved his beard!"" exclaimed her mother. ""Who says so?""","اس کی داڑھی منڈوائی! اس کی ماں نے کہا. ""ایسا کون کہتا ہے؟"""
5158,"""Johann, the duke's keeper. He has seen the King.""",جوہن، ڈیوک کا رکھوالا، اس نے بادشاہ کو دیکھا ہے۔
5159,"""Ah, yes. The King, sir, is now at the duke's hunting-lodge in the forest here; from here he goes to Strelsau to be crowned on Wednesday morning.""",آہ، ہاں۔ کنگ، صاحب، اب یہاں جنگل میں ڈیوک کے شکار کرنے کے مقام پر ہیں؛ یہاں سے وہ بدھ کی صبح تاج پہنانے کے لیے اسٹریلساؤ جائے گا۔
5160,"I was interested to hear this, and made up my mind to walk next day in the direction of the lodge, on the chance of coming across the King. The old lady ran on garrulously:",مجھے یہ سننے میں دلچسپی ہوئی، اور میں نے بادشاہ کے سامنے آنے کے موقع پر اگلے دن لاج کی سمت چلنے کا ارادہ کیا۔ بوڑھی عورت زور سے چلائی:
5161,"""Ah, and I wish he would stay at his hunting—that and wine (and one thing more) are all he loves, they say—and suffer our duke to be crowned on Wednesday. That I wish, and I don't care who knows it.""",آہ، اور میری خواہش ہے کہ وہ اپنے شکار پر ٹھہرے - اور شراب (اور ایک چیز) وہ سب کچھ ہے جسے وہ پسند کرتا ہے، وہ کہتے ہیں - اور بدھ کے دن ہمارے ڈیوک کو تاج پہنانے پر مجبور کرتا۔ یہ کاش، اور مجھے پرواہ نہیں کون جانتا ہے۔
5162,"""Hush, mother!"" urged the daughters.",چپ، ماں! بیٹیوں کو تاکید کی.
5163,"""Oh, there's many to think as I do!"" cried the old woman stubbornly.",اوہ، سوچنے کے لیے بہت سے لوگ ہیں جیسا کہ میں کرتا ہوں! بوڑھی عورت نے زور سے پکارا۔
5164,"I threw myself back in my deep armchair, and laughed at her zeal.",میں نے اپنے آپ کو اپنی گہری بازو والی کرسی پر واپس پھینک دیا، اور اس کے جوش پر ہنس دیا۔
5165,"""For my part,"" said the younger and prettier of the two daughters, a fair, buxom, smiling wench, ""I hate Black Michael! A red Elphberg for me, mother! The King, they say, is as red as a fox or as—""","میری طرف سے، دونوں بیٹیوں میں سے چھوٹی اور خوبصورت، ایک منصفانہ، بکسوم، مسکراتے ہوئے بولی، ""مجھے بلیک مائیکل سے نفرت ہے! میرے لیے ایک سرخ ایلفبرگ، ماں! بادشاہ، وہ کہتے ہیں، لومڑی کی طرح سرخ ہے۔ یا جیسا کہ-"""
5166,"And she laughed mischievously as she cast a glance at me, and tossed her head at her sister's reproving face.",اور وہ شرارت سے ہنس پڑی جب اس نے ایک نظر مجھ پر ڈالی، اور اپنی بہن کے ملامت زدہ چہرے پر اپنا سر پھینکا۔
5167,"""Many a man has cursed their red hair before now,"" muttered the old lady— and I remembered James, fifth Earl of Burlesdon.",اب سے پہلے بہت سے لوگوں نے اپنے سرخ بالوں پر لعنت بھیجی ہے، بوڑھی عورت نے بڑبڑایا- اور مجھے جیمز یاد آیا، برلسڈن کا پانچواں ارل۔
